like1,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,paraging_factor_roughness,parroughness_fresh_snow,parroughness_ice,simulation1_1,simulation2_1,simulation2_2,simulation2_3,simulation2_4,simulation2_5,simulation2_6,simulation2_7,simulation2_8,simulation2_9,simulation2_10,simulation2_11,simulation2_12,simulation2_13,simulation2_14,simulation2_15,simulation2_16,simulation2_17,simulation2_18,simulation2_19,simulation2_20,simulation2_21,simulation2_22,simulation2_23,simulation2_24,simulation2_25,simulation2_26,simulation2_27,simulation2_28,simulation2_29,simulation2_30,simulation2_31,simulation2_32,simulation2_33,simulation2_34,simulation2_35,simulation2_36,simulation2_37,simulation2_38,simulation2_39,simulation2_40,simulation2_41,simulation2_42,simulation2_43,simulation2_44,simulation2_45,simulation2_46,simulation2_47,simulation2_48,simulation2_49,simulation2_50,simulation2_51,simulation2_52,simulation2_53,simulation2_54,simulation2_55,simulation2_56,simulation2_57,simulation2_58,simulation2_59,simulation2_60,simulation2_61,simulation2_62,chain
-4417.9907,0.9830266,0.22095574,0.7970585,0.4872836,6.226037,4.1335845,0.005012292,0.22512367,0.625743,-1.5472362,0.0,0.0,0.0,0.0390625,0.53515625,0.0,0.0,0.27734375,0.0,0.0,0.0,0.24609375,0.37890625,0.0,0.0,0.0,0.42578125,0.49609375,0.29296875,0.0,0.0,0.0,0.0,0.0,0.23828125,0.50390625,0.4375,0.0,0.0,0.0,0.0,0.18359375,0.57421875,0.0,0.0,0.0,0.0,0.0,0.58203125,0.47265625,0.61328125,0.22265625,0.0,0.0,0.51171875,0.0,0.30078125,0.57421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27734375,0.45703125,0.625,0.47265625,1.0
-9384.053,1.6454762,0.2198766,0.795188,0.4841541,5.7814903,3.5782964,0.0050079753,0.30967763,0.82378614,0.5400736,0.0,0.0,0.0,0.0,0.30078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07421875,0.0,0.0,0.0,0.00390625,0.21484375,0.19140625,0.0,0.0,0.0,0.0,0.0,0.0,0.25390625,0.26171875,0.0,0.0,0.0,0.0,0.0,0.30859375,0.0,0.0,0.0,0.0,0.0,0.27734375,0.33984375,0.34765625,0.0,0.0,0.0,0.36328125,0.0,0.0,0.37109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15234375,0.29296875,0.37109375,1.0
-20948.742,2.307926,0.21879746,0.7933175,0.4810246,5.3369436,3.0230088,0.0050036586,0.3942316,1.0218292,2.2426255,0.0,0.0,0.0,0.0,0.12109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12109375,0.0,0.0,0.0,0.0,0.0,0.0,0.16015625,0.19140625,0.0,0.0,0.0,0.20703125,0.0,0.0,0.22265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21484375,1.0
-25979.857,2.9703755,0.21771833,0.791447,0.4778951,4.892397,2.467721,0.005000658,0.47878554,1.2198725,3.7753932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.0,0.03515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-21697.55,2.3671749,0.21663919,0.78957653,0.4747656,4.44785,1.9124331,0.0050049745,0.5633395,1.4179156,2.3861687,0.0,0.0,0.0,0.0,0.10546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.15234375,0.15234375,0.0,0.0,0.0,0.19140625,0.0,0.0,0.21484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20703125,1.0
-10352.076,1.7047251,0.21556006,0.787706,0.47163612,4.003303,1.3571454,0.0050092908,0.6478934,1.6159588,0.7046845,0.0,0.0,0.0,0.0,0.28515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.0,0.0,0.0,0.20703125,0.18359375,0.0,0.0,0.0,0.0,0.0,0.0,0.23828125,0.24609375,0.0,0.0,0.0,0.0,0.0,0.28515625,0.0,0.0,0.0,0.0,0.0,0.25390625,0.30859375,0.32421875,0.0,0.0,0.0,0.33984375,0.0,0.0,0.36328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625,0.29296875,0.36328125,1.0
-4005.2205,1.0422755,0.21448092,0.7858355,0.4685066,3.5587566,0.80185765,0.0050136074,0.7324474,1.8140019,-1.3295931,0.0,0.0,0.0,0.00390625,0.50390625,0.0,0.0,0.24609375,0.0,0.0,0.0,0.22265625,0.34765625,0.0,0.0,0.0,0.41015625,0.45703125,0.28515625,0.0,0.0,0.0,0.0,0.0,0.20703125,0.46484375,0.42578125,0.0,0.0,0.0,0.0,0.14453125,0.51953125,0.0,0.0,0.0,0.0,0.0,0.53515625,0.45703125,0.56640625,0.20703125,0.0,0.0,0.49609375,0.0,0.26953125,0.56640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24609375,0.44140625,0.6015625,0.47265625,1.0
-30626.314,0.37982592,0.21340178,0.783965,0.46537712,3.1142097,0.24656989,0.005017924,0.81700134,2.0120451,-4.302848,0.0,0.0,0.38671875,0.56640625,0.98046875,0.0,0.0,0.89453125,0.0,0.01171875,0.21484375,0.75390625,0.90234375,0.0,0.0,0.0,0.98046875,0.98046875,0.62109375,0.078125,0.0,0.0,0.0,0.36328125,0.80859375,0.98046875,0.98046875,0.0,0.0,0.0,0.14453125,0.73828125,0.99609375,0.0,0.0,0.0,0.0,0.48046875,0.5,0.76171875,0.98046875,0.9296875,0.0,0.0,0.96484375,0.41796875,0.8828125,0.67578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21484375,0.40234375,0.57421875,0.81640625,0.98046875,0.5,0.57421875,1.0
-4816.063,0.9446237,0.21232265,0.7820945,0.4622476,2.669663,0.5607179,0.0050222403,0.9015553,2.2100883,-1.6909043,0.0,0.0,0.0,0.08984375,0.55078125,0.0,0.0,0.30078125,0.0,0.0,0.0,0.26171875,0.39453125,0.0,0.0,0.0,0.44921875,0.51171875,0.31640625,0.0,0.0,0.0,0.0,0.0,0.25390625,0.53515625,0.45703125,0.0,0.0,0.0,0.0,0.20703125,0.61328125,0.0,0.0,0.0,0.0,0.0,0.61328125,0.48046875,0.625,0.23828125,0.0,0.0,0.51953125,0.0,0.31640625,0.58203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.30078125,0.49609375,0.6484375,0.47265625,1.0
-8948.498,1.6070733,0.21124351,0.78022397,0.45911813,2.2251163,1.1160057,0.005026557,0.98610926,2.4081314,0.43106115,0.0,0.0,0.0,0.0,0.32421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.03515625,0.23828125,0.19921875,0.0,0.0,0.0,0.0,0.0,0.0,0.26171875,0.27734375,0.0,0.0,0.0,0.0,0.0,0.33203125,0.0,0.0,0.0,0.0,0.0,0.28515625,0.35546875,0.36328125,0.0,0.0,0.0,0.37109375,0.0,0.0,0.38671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19921875,0.30078125,0.38671875,1.0
-20742.76,2.269523,0.21016437,0.7783535,0.45598862,1.7805694,1.6712934,0.0050308737,1.0706632,2.6061747,2.1494608,0.0,0.0,0.0,0.0,0.13671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.13671875,0.0,0.0,0.0,0.0,0.0,0.0,0.18359375,0.19921875,0.0,0.0,0.0,0.21484375,0.0,0.0,0.23046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23046875,1.0
-25806.117,2.9319727,0.20908524,0.776483,0.45285913,1.3360227,2.226581,0.0050351904,1.1552172,2.8042178,3.6906536,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.03515625,0.0,0.0,0.0703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-21927.395,2.4055777,0.2080061,0.7746125,0.44972965,0.8914759,2.781869,0.0050395066,1.2397711,3.002261,2.478466,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08984375,0.0,0.0,0.0,0.0,0.0,0.0,0.14453125,0.15234375,0.0,0.0,0.0,0.18359375,0.0,0.0,0.20703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19921875,1.0
-11017.041,1.7431281,0.20692696,0.772742,0.44660014,0.4469292,3.3371568,0.0050438233,1.3243251,3.200304,0.8103841,0.0,0.0,0.0,0.0,0.27734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.0,0.0,0.0,0.19140625,0.16015625,0.0,0.0,0.0,0.0,0.0,0.0,0.22265625,0.23828125,0.0,0.0,0.0,0.0,0.0,0.27734375,0.0,0.0,0.0,0.0,0.0,0.23828125,0.29296875,0.30859375,0.0,0.0,0.0,0.32421875,0.0,0.0,0.34765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05078125,0.28515625,0.34765625,1.0
-3963.1128,1.0806785,0.20584783,0.77087146,0.44347066,0.20561758,3.8924446,0.00504814,1.408879,3.3983474,-1.1891673,0.0,0.0,0.0,0.0,0.48828125,0.0,0.0,0.24609375,0.0,0.0,0.0,0.21484375,0.33984375,0.0,0.0,0.0,0.39453125,0.43359375,0.27734375,0.0,0.0,0.0,0.0,0.0,0.19140625,0.45703125,0.41796875,0.0,0.0,0.0,0.0,0.10546875,0.51171875,0.0,0.0,0.0,0.0,0.0,0.51953125,0.44921875,0.53515625,0.19140625,0.0,0.0,0.48046875,0.0,0.23828125,0.55859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23046875,0.41796875,0.56640625,0.46484375,1.0
-35981.375,0.4182288,0.20476869,0.76900095,0.44034114,0.65016437,4.4477324,0.005052456,1.493433,3.5963905,-4.0553756,0.0,0.0,0.31640625,0.55859375,0.9375,0.0,0.0,0.76171875,0.0,0.0,0.14453125,0.68359375,0.859375,0.0,0.0,0.0,0.9375,0.97265625,0.57421875,0.04296875,0.0,0.0,0.0,0.28515625,0.75390625,0.96484375,0.97265625,0.0,0.0,0.0,0.05859375,0.67578125,0.98046875,0.0,0.0,0.0,0.0,0.41796875,0.98046875,0.73046875,0.9375,0.859375,0.0,0.0,0.9296875,0.37890625,0.76953125,0.66796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11328125,0.33984375,0.51953125,0.76953125,0.97265625,0.99609375,0.56640625,1.0
-5191.129,0.90622085,0.20368955,0.7671305,0.43721166,1.0947111,5.00302,0.005056773,1.577987,3.7944336,-1.8359538,0.0,0.0,0.0,0.09765625,0.58203125,0.0,0.0,0.35546875,0.0,0.0,0.0,0.28515625,0.41796875,0.0,0.0,0.0,0.45703125,0.53515625,0.33203125,0.0,0.0,0.0,0.0,0.0,0.28515625,0.56640625,0.4765625,0.0,0.0,0.0,0.0,0.22265625,0.625,0.0,0.0,0.0,0.0,0.0,0.625,0.49609375,0.6484375,0.25390625,0.0,0.0,0.53515625,0.0,0.31640625,0.58203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.34765625,0.51953125,0.67578125,0.48046875,1.0
-8787.497,1.5686705,0.20261042,0.76526,0.43408215,1.5392579,5.5583076,0.0050610895,1.6625409,3.9924767,0.32157254,0.0,0.0,0.0,0.0,0.33984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11328125,0.0,0.0,0.0,0.078125,0.25390625,0.20703125,0.0,0.0,0.0,0.0,0.0,0.0,0.27734375,0.28515625,0.0,0.0,0.0,0.0,0.0,0.33984375,0.0,0.0,0.0,0.0,0.0,0.28515625,0.37109375,0.37109375,0.00390625,0.0,0.0,0.37890625,0.0,0.0,0.39453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21484375,0.33203125,0.39453125,1.0
-20455.54,2.23112,0.20153128,0.76338947,0.43095267,1.9838046,6.1135955,0.005065406,1.7470949,4.19052,2.055975,0.0,0.0,0.0,0.0,0.15234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.01171875,0.0,0.0,0.0,0.0,0.0,0.14453125,0.0,0.0,0.0,0.0,0.0,0.00390625,0.19140625,0.20703125,0.0,0.0,0.0,0.21484375,0.0,0.0,0.23828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.23828125,1.0
-25765.91,2.8935697,0.20045215,0.76151896,0.42782316,2.4283514,6.6688833,0.0050697224,1.8316488,4.388563,3.6052094,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.04296875,0.0,0.0,0.07421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-22360.764,2.4439807,0.199373,0.75964844,0.42469367,2.872898,7.224171,0.005074039,1.9162028,4.586606,2.5702481,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07421875,0.0,0.0,0.0,0.0,0.0,0.0,0.13671875,0.14453125,0.0,0.0,0.0,0.16015625,0.0,0.0,0.19921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15234375,1.0
-11707.245,1.781531,0.19829386,0.7577779,0.42156416,3.317445,7.779459,0.005078356,2.0007567,4.7846494,0.914703,0.0,0.0,0.0,0.0,0.26953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.18359375,0.15234375,0.0,0.0,0.0,0.0,0.0,0.0,0.21484375,0.22265625,0.0,0.0,0.0,0.0,0.0,0.26953125,0.0,0.0,0.0,0.0,0.0,0.22265625,0.28515625,0.29296875,0.0,0.0,0.0,0.30859375,0.0,0.0,0.33984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.27734375,0.33203125,1.0
-3985.3655,1.1190813,0.19721474,0.7559074,0.41843468,3.7619917,8.334746,0.005082672,2.0853107,4.9826927,-1.0548024,0.0,0.0,0.0,0.0,0.45703125,0.0,0.0,0.22265625,0.0,0.0,0.0,0.19921875,0.30078125,0.0,0.0,0.0,0.37890625,0.41796875,0.26953125,0.0,0.0,0.0,0.0,0.0,0.14453125,0.43359375,0.41796875,0.0,0.0,0.0,0.0,0.08984375,0.49609375,0.0,0.0,0.0,0.0,0.0,0.49609375,0.44921875,0.51953125,0.15234375,0.0,0.0,0.46484375,0.0,0.22265625,0.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21484375,0.41015625,0.54296875,0.46484375,1.0
